Team,Finish,TourneyWins,Result,Seed,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,eFGPct,TOPct,ORPct,FTRate,OppeFGPct,OppTOPct,OppORPct,OppFTRate,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate
2011 Texas Tech,DNQ,0,0,0,70.911,69.726,102.474,106.68,105.342,102.491,4.18895,49.2984,19.4151,32.3015,38.1004,50.4785,19.5466,34.8121,39.1281,47.3568,36.4562,72.9462,10.1025,49.634,35.1456,69.5652,7.1219,26.4976,27.3791,51.699,45.6345,0.0833,0.0969
2011 The Citadel,DNQ,0,0,0,63.8793,62.3246,99.5956,100.1,110.18,111.049,-10.949,47.207,19.8222,33.55,29.4475,53.0211,16.2324,29.799,31.9033,46.3598,32.9646,73.1959,4.3602,53.7441,34.5,69.1288,8.7029,27.4438,36.2538,53.3428,54.2636,0.0713,0.0936
2011 Toledo,DNQ,0,0,0,64.3449,63.1787,88.2176,91.0172,109.659,111.911,-20.8939,45.7333,24.8542,28.0976,42.2,53.0937,19.2757,34.5813,33.5887,44.9144,31.5582,63.3491,4.3391,52.775,35.6941,70.3509,12.5881,33.8,41.6028,60.7261,64.3871,0.0852,0.1285
2011 Towson,DNQ,0,0,0,65.8737,65.4975,102.839,104.883,114.725,115.689,-10.8061,49.2652,18.4712,29.4679,37.5995,55.0059,17.7685,34.9085,34.3345,47.4336,35.5865,72.3127,7.526,52.5087,40.2214,70.4974,8.4071,30.8022,31.9199,47.8322,55.5152,0.0873,0.0969
2011 Troy,DNQ,0,0,0,71.1882,70.6114,96.4589,97.15,106.825,107.21,-10.0602,47.2622,19.7188,30.0624,29.1643,52.0784,19.6698,32.1705,36.5202,44.8479,33.7989,66.4032,9.6173,49.8528,36.9925,69.9187,11.4818,41.268,39.4893,53.9342,55.0398,0.09,0.1072
2011 Tulane,DNQ,0,0,0,65.9288,65.0835,101.237,101.59,101.497,103.804,-2.21336,49.152,19.3134,29.882,35.8887,52.0349,23.288,31.4234,38.1541,46.5574,35.5993,69.7543,8.0087,51.5152,35.3982,71.4286,11.3661,37.924,32.8488,56.16,59.7484,0.1052,0.0974
2011 Tulsa,DNQ,0,0,0,66.5204,66.0764,104.203,106.392,100.47,99.3455,7.04614,50.0874,20.442,34.0366,44.438,47.4411,17.7535,27.1666,40.8856,48.8225,34.9103,70.118,9.9167,46.25,33.3952,72.4332,9.3297,35.7018,30.9948,48.4728,49.2517,0.0658,0.0941
2011 UAB,7. First Round,1,1,12,63.1587,62.1202,106.758,108.63,96.0089,96.1119,12.5184,50.7536,19.6789,33.2538,29.7391,45.922,18.9814,30.8295,32.4468,50.3408,34.2407,71.7349,8.1581,45.6686,31.0139,70.3097,9.9318,40.4638,29.7281,55.5556,48.4979,0.0817,0.0927
2011 UC Davis,DNQ,0,0,0,68.2997,66.8975,101.028,102.253,107.03,108.941,-6.68783,52.9081,20.0889,23.0556,34.501,51.8035,19.4244,34.3137,40.6716,50.7576,37.5212,73.7548,5.9083,51.7637,34.5992,65.1376,6.4935,38.9293,29.4776,59.4203,51.265,0.0941,0.1022
2011 UC Irvine,DNQ,0,0,0,71.6329,70.2437,101.262,102.046,103.783,106.308,-4.26169,48.0748,17.5583,26.1936,42.0792,49.7274,19.4066,31.2255,40.4035,45.8048,34.7692,73.7255,4.6167,49.9129,32.9446,71.7949,7.5342,35.7536,37.4046,49.1459,53.0663,0.0889,0.0638
2011 UC Riverside,DNQ,0,0,0,66.3252,65.2249,95.785,97.2498,106.236,106.195,-8.94545,46.5102,20.6418,32.4181,32.9216,51.8495,19.8678,32.0353,39.6684,44.1998,35.1598,68.1051,11.6228,47.6974,38.4146,71.0611,6.4352,27.0537,41.8367,49.8521,57.0597,0.0805,0.0795
2011 UC Santa Barbara,7. First Round,1,1,15,65.4057,64.4276,102.863,103.503,99.8333,99.4018,4.10161,51.5635,21.8885,28.7797,37.2638,47.2795,19.9631,32.426,42.339,49.5876,36.6372,76.2238,12.0388,43.1068,36.5554,70.0148,6.8041,36.8078,35.5847,60.1744,59.0491,0.1094,0.0927
2011 UCF,DNQ,0,0,0,64.6565,64.4296,104.544,105.36,98.0393,99.4511,5.90856,50.2761,20.7734,33.9147,45.7669,46.4023,19.4691,32.6512,32.7479,50.5597,33.1541,69.3029,14.6988,43.6145,35.3846,65.917,9.7948,34.2331,29.4618,52.2696,54.3329,0.0908,0.1048
2011 UCLA,6. Second Round,2,1,7,67.2723,65.5545,103.484,107.561,96.8479,93.8189,13.7419,50.2743,22.0143,35.6983,44.3226,46.2831,17.9762,31.2674,32.9939,50.8121,32.6415,67.9455,13.4431,44.2387,34.7826,67.284,7.5793,29.073,25.7637,59.3976,48.8429,0.0803,0.1025
2011 UMBC,DNQ,0,0,0,67.3574,67.2709,94.1271,95.2741,114.888,117.599,-22.3246,45.3322,19.6447,29.3419,27.9496,55.069,18.4719,35.1485,43.4313,43.3361,33.0922,70.6967,4.918,53.1762,38.4949,71.547,9.9749,31.6724,41.4517,49.4286,56.6879,0.087,0.0938
2011 UMKC,DNQ,0,0,0,66.4177,64.2005,103.048,101.028,109.263,110.929,-9.90113,50.8566,20.8035,32.3485,40.8629,52.9448,19.2305,34.0824,39.0577,49.8378,34.8694,66.1491,6.6667,52.0721,36.5805,71.4286,8.973,41.3071,31.1841,45.3488,54.1995,0.0898,0.0842
2011 UNC Asheville,7. First Round,1,1,16,69.3618,67.7991,101.445,101.432,96.5695,99.0391,2.393,48.8506,21.1201,31.8807,41.8391,47.8772,24.2153,36.5283,39.8738,49.0242,32.244,70.6044,11.5517,46.2069,34.1338,68.6331,8.8212,26.3793,33.4481,55.6701,54.1497,0.1243,0.1065
2011 UNC Greensboro,DNQ,0,0,0,71.7,70.0054,97.8135,98.7073,110.84,110.065,-11.3581,47.967,21.1586,31.6485,36.4835,54.234,19.9114,35.8938,43.454,45.7627,35.6322,68.9759,6.6144,52.4804,38.2353,71.0256,8.5516,28.6813,35.9889,45.2564,54.5882,0.0909,0.118
2011 UNC Wilmington,DNQ,0,0,0,62.2582,62.1977,100.344,101.009,104.664,105.383,-4.37416,50.0911,21.6881,33.1084,28.7363,49.5949,19.3407,36.5482,31.1921,47.0869,36.8948,68.9218,9.3274,48.0717,34.9103,65.4917,10.9838,36.3913,35.4745,48.8796,54.8,0.0862,0.1204
2011 UNLV,7. First Round,1,1,8,67.4797,66.9325,106.286,110.321,92.4839,91.5518,18.7696,50.8715,18.6085,33.5695,39.1068,45.9701,24.1238,31.4996,39.6661,51.4867,32.9749,68.9415,10.4131,44.3201,32.8696,69.6662,6.5728,30.3922,33.1031,60.2138,50.8523,0.1202,0.074
2011 USC,7. First Round,1,1,11,64.4661,62.1879,103.258,108.303,97.2053,93.9363,14.3669,49.9454,18.153,30.4066,35.3712,46.2155,18.4714,28.3736,36.0774,48.5259,35.3553,65.1235,8.3871,44.3548,33.5088,70.1378,7.8884,31.4956,31.4917,49.4465,46.1538,0.0905,0.0764
2011 USC Upstate,DNQ,0,0,0,64.2787,63.4098,89.1803,91.7407,107.258,108.402,-16.6615,43.5974,22.804,33.4635,27.9928,52.0548,20.2475,35.6199,38.9788,43.4921,29.1553,60,10.1852,52.1296,34.6008,66.9329,10.4762,43.7165,32.7522,54.56,55.302,0.089,0.111
2011 UT Arlington,DNQ,0,0,0,69.4842,67.5006,97.4434,95.9603,100.532,103.898,-7.93779,50.2157,25.2599,32.9794,33.2135,48.689,22.5352,35.5171,46.8318,49.3642,34.4106,69.0476,7.0133,47.2793,33.8828,67.1851,9.8266,37.8145,39.7669,49.3421,57.6389,0.088,0.126
2011 Utah,DNQ,0,0,0,68.5212,67.7331,97.7263,102.985,103.777,99.9792,3.00585,47.6506,20.145,28.837,36.747,47.4044,15.7063,32.2363,38.7336,46.9442,32.7684,69.5082,11.8297,45.6625,34.6392,68.7776,11.0717,31.988,27.6669,40.0568,52.6104,0.0673,0.1015
2011 Utah St.,7. First Round,1,1,12,64.0677,62.8424,110.473,110.413,89.8328,90.2135,20.1997,52.2358,18.3111,33.6581,43.3798,43.3752,18.7337,25.436,34.5517,51.6511,35.6747,73.6278,8.982,42.515,30.0687,67.7686,7.9594,31.417,33.2381,58.5305,52.0833,0.0728,0.0831
2011 Utah Valley,DNQ,0,0,0,69.1656,65.7339,104.196,100.182,101.139,108.159,-7.9763,49.1301,19.9523,32.2438,46.4161,49.2167,17.4446,28.6226,36.7494,47.3739,35.0515,75.8621,7.4405,47.4206,35.1145,62.6998,9.979,33.7509,34.2037,53.1401,45.6193,0.0676,0.0921
2011 UTEP,DNQ,0,0,0,67.5394,66.8224,103.325,104.666,92.886,93.7891,10.8769,51.9284,18.336,24.5232,40.8815,45.8839,21.3129,30.5623,33.2454,50.774,36.5201,67.1159,10.2244,45.719,30.7803,67.9365,7.5851,28.8154,36.5172,60.8028,58.4535,0.0966,0.0906
2011 UTSA,7. First Round,1,1,16,68.6707,67.0401,102.713,101.474,102.999,106.668,-5.19344,48.9669,19.6892,29.7498,41.1452,49.1213,19.8776,33.1531,36.5079,46.4711,35.6551,71.8795,6.4426,47.9925,33.9105,70.4969,9.6242,35.5962,39.2857,53.3241,55.5407,0.098,0.0853
2011 Valparaiso,DNQ,0,0,0,67.3411,66.4379,103.559,105.531,99.3083,98.658,6.8731,51.8172,20.3764,32.2638,33.5115,48.581,21.2144,32.6512,41.5693,53.8211,31.9813,66.3477,6.7379,47.8225,33.4483,70.2811,9.3496,34.2598,32.276,57.3241,50.3866,0.1116,0.0931
2011 Vanderbilt,7. First Round,1,1,5,68.0881,66.882,110.92,115.206,98.6379,97.7687,17.437,52.8602,18.9875,33.1269,45.17,46.0252,17.5237,32.0864,27.969,51.0917,37.1469,74.313,11.4569,45.6153,31.2789,69.6707,10.131,38.2083,31.459,53.5377,46.2264,0.0753,0.0999
2011 VCU,3. Final Four,5,3,11,65.9302,65.9737,107.434,109.563,101.36,100.813,8.74997,51.0777,17.1446,30.7333,37.0005,49.1818,22.1294,36.4885,34.1364,48.0153,36.9684,71.4806,9.0968,48.668,33.5855,67.7763,11.4504,41.1765,30.0455,60.2273,53.3471,0.1239,0.0884
2011 Vermont,DNQ,0,0,0,65.0125,64.9432,102.881,101.693,93.6878,98.6777,3.01499,49.081,21.0018,37.3204,37.22,44.426,18.3706,29.3185,28.0353,47.9024,35.1163,67.5926,8.5297,42.4858,32.358,71.2598,8.3905,24.6984,32.064,50.706,46.2729,0.0765,0.0947
2011 Villanova,7. First Round,1,1,9,66.2173,65.5804,109.562,114.746,98.9267,96.4465,18.299,49.5327,17.8696,35.1584,42.276,46.3482,18.2809,29.9053,36.5184,48.2305,34.7682,75.6827,10.7296,45.4077,32.0122,70.8271,9.7119,33.2051,36.0242,56.5327,59.8106,0.0951,0.0887
2011 Virginia,DNQ,0,0,0,61.7738,59.6034,99.5982,103.295,99.8387,97.4698,5.82514,48.4792,17.7006,26.6986,32.0298,50.1861,19.7769,28.6448,28.8461,42.9961,38.765,68.9922,8.8547,47.8345,36.3002,68.172,11.965,36.1887,35.5459,52.994,46.9504,0.0929,0.0799
2011 Virginia Tech,DNQ,0,0,0,66.0355,64.0788,104.731,108.618,94.2331,92.662,15.9564,50.3252,18.5005,32.2785,40.7046,47.3528,21.8642,30.9463,31.1723,50.6677,33.042,70.972,10.4603,46.8619,32.1646,65.8579,8.7981,31.0027,35.4403,50.9592,53.6965,0.0991,0.0695
2011 VMI,DNQ,0,0,0,75.9513,75.1147,109.803,109.874,108,113.132,-3.25831,52.8497,17.1243,29.5656,34.2545,51.0268,19.1617,37.0335,36.1095,50.9677,36.6791,70.4202,9.0343,50.8567,34.3284,68.4044,9.1398,46.4594,26.7541,48.1818,54.4226,0.0956,0.0834
2011 Wagner,DNQ,0,0,0,67.6964,66.6897,98.1791,99.7801,102.498,105.051,-5.27116,49.8057,22.3699,25.2868,41.1917,47.5264,22.3215,35.4208,62.2691,46.798,37.051,77.2013,10.7595,45.4792,35.3659,71.3983,7.5862,34.2617,27.0449,62.2951,54.784,0.0855,0.1029
2011 Wake Forest,DNQ,0,0,0,70.8879,69.277,95.2274,99.5379,109.379,108.474,-8.93588,47.6081,21.9828,26.422,38.3862,51.2386,17.392,35.056,32.4065,45.0082,35.8674,74.6246,12.718,49.3459,37.0432,68.9548,7.7741,29.5677,30.4348,49.3188,56.0976,0.075,0.1152
2011 Washington,6. Second Round,2,1,7,72.5481,70.7555,113.938,116.488,96.5736,94.2736,22.2141,53.6947,16.7403,37.5581,31.5044,46.3808,20.6306,31.9059,43.9762,52.5365,37.1498,67.4157,12.2687,45.305,32.7957,67.982,6.7408,36.3274,27.6648,55.8907,45.6161,0.092,0.0813
2011 Washington St.,DNQ,0,0,0,69.0428,67.8244,105.358,108.797,96.3394,94.7098,14.0872,51.5901,18.1986,28.1619,36.0424,46.0784,20.951,32.8209,32.6471,50.9623,35.1906,70.8683,11.039,45.6169,31.1881,71.9219,7.7752,34.4271,39.6078,51.663,57.371,0.0982,0.0908
2011 Weber St.,DNQ,0,0,0,65.3365,64.8842,103.905,103.768,102.98,103.541,0.227654,51.082,19.4223,26.6667,35.6066,48.9396,17.159,27.9344,39.0103,45.5959,40.3571,75.1381,7.8764,45.2642,37.0705,72.4876,10.1554,36.7213,35.5398,51.952,51.1381,0.0795,0.0911
2011 West Virginia,6. Second Round,2,1,5,64.4403,62.7344,107.683,113.313,99.8426,93.145,20.1684,48.5214,18.8756,39.4432,40.9091,45.8675,18.6873,34.7937,36.0153,47.4897,33.7152,71.0843,11.0121,46.9636,29.0541,69.6049,8.3951,33.4611,32.4028,62.7075,48.8032,0.0725,0.0998
2011 Western Carolina,DNQ,0,0,0,69.2409,68.4887,99.317,97.7862,99.9897,99.9942,-2.20794,47.47,20.112,33.8537,30.5686,50.0597,22.4913,31.7968,48.4776,46.261,33.6347,65.8703,8.1702,51.3191,31.4,67.8571,7.1114,28.8472,29.8507,50.5508,50.1316,0.1261,0.0961
2011 Western Illinois,DNQ,0,0,0,62.9653,61.6237,88.8327,86.8366,105.642,106.876,-20.0398,46.4119,22.1886,23.2164,38.1435,49.9273,17.9397,31.0127,44.0727,43.5185,34.9282,65.2352,6.9231,48.2418,35.4839,70.132,8.7963,32.6053,33.8182,51.341,57.7815,0.0755,0.1062
2011 Western Kentucky,DNQ,0,0,0,69.0894,67.2038,100.57,99.848,101.499,104.403,-4.55548,48.4367,21.4681,35.8974,37.3585,49.4211,20.527,35.3288,31.0526,49.142,31.2391,64.2136,9.5019,47.1264,36.3025,65.2542,8.0343,30.8895,31.3158,48.4549,50.4212,0.0829,0.091
2011 Western Michigan,DNQ,0,0,0,67.7879,67.3864,103.894,104.359,101.4,104.655,-0.295901,48.7078,20.4639,36.1548,36.3924,48.72,18.7843,31.1883,36.6933,47.57,34.3866,70.1449,8.6924,46.9388,35.3261,64.5349,7.4374,28.3755,29.44,50.5415,50.7353,0.0827,0.0897
2011 Wichita St.,DNQ,0,0,0,64.3806,65.0118,110.953,111.45,95.2983,97.9047,13.5455,52.9904,19.4007,35.9423,35.3269,45.667,18.8477,25.6665,36.187,53.0387,35.2691,74.6055,10.4522,43.8844,33.3333,70.2467,7.9716,35.7831,29.1492,59.8263,46.332,0.0881,0.0834
2011 William & Mary,DNQ,0,0,0,63.4605,63.2502,99.7314,102.038,107.921,107.788,-5.75017,52.1256,20.795,24.9206,35.8404,50.1427,15.5202,30.5712,29.7945,50.8083,35.8974,70.2555,8.3409,48.5041,35.2851,71.4559,11.7783,43.3617,37.0434,60.6195,55.1047,0.0639,0.1182
2011 Winthrop,DNQ,0,0,0,67.4436,65.2854,95.1002,95.4612,98.2814,100.325,-4.86398,44.7757,18.9661,32.0434,36.5704,48.1457,21.0446,31.2099,39.4275,44.5968,30.2326,64.0336,9.4378,46.2851,34.3808,69.1419,9.5968,23.7861,35.1984,47.9104,54.0958,0.107,0.0873
2011 Wisconsin,5. Sweet 16,3,2,4,57.0086,56.891,118.524,121.946,101.529,96.348,25.5977,51.8252,13.3974,34.1568,29.4801,48.2392,16.9123,27.4041,32.9083,48.8722,37.3656,81.8011,9.0284,45.2279,36.9835,74.3542,5.7331,41.1504,29.3868,55.2632,46.0993,0.0616,0.0678
2011 Wofford,7. First Round,1,1,14,64.5106,63.4771,112.3,111.911,103.219,104.341,7.57016,52.9682,18.2304,34.5837,41.986,49.8041,20.1471,32.965,41.5221,50.4412,39.9594,69.2802,6.8966,48.757,34.8148,71.8329,8.0882,26.6055,30.2182,55.1529,45.8543,0.1007,0.0896
2011 Wright St.,DNQ,0,0,0,62.6032,61.9718,102.528,104.258,99.3789,99.1008,5.15764,49.5504,17.3581,25.0523,38.4714,51.8081,24.2806,31.0286,43.4631,46.9929,35.9375,74.2905,3.5484,53.6559,32.2835,70.88,9.8879,36.9942,35.3268,47.4551,51.5837,0.0992,0.0713
2011 Wyoming,DNQ,0,0,0,68.0047,66.4235,95.1222,98.0691,104.786,103.056,-4.98726,46.9196,21.1208,28.6425,41.1803,52.8822,21.7315,33.7228,33.4586,49.2823,27.9678,66.9291,10.8055,50.4912,38.0623,70.7865,8.8995,32.2309,36.2155,44.3425,51.4986,0.1084,0.0901
2011 Xavier,7. First Round,1,1,6,65.3632,64.8622,109.395,112.808,97.2645,96.2683,16.5395,51.2059,18.3432,33.1216,44.4706,46.529,19.1448,27.9271,34.9971,52.0443,32.8897,74.7354,8.6726,44.1593,33.9315,72.9508,8.8586,30.9412,35.1692,54.0816,59.1231,0.082,0.0863
2011 Yale,DNQ,0,0,0,66.9598,66.0483,98.9593,98.8333,99.4983,100.297,-1.46348,49.4386,20.5587,27.3601,39.5789,47.0242,17.5594,28.7284,36.2328,48.5417,34.1935,73.4043,10.9009,45.045,34.8449,70.3971,10.1042,32.6316,27.4035,53.6,46.5944,0.0682,0.0883
2011 Youngstown St.,DNQ,0,0,0,69.4387,68.909,96.8203,99.0919,107.311,107.221,-8.12868,47.9378,17.3579,26.6514,29.6473,51.0658,18.5796,33.9454,44.0125,46.5025,33.4347,61.2903,11.7698,49.6949,36.3839,68.9459,6.601,39.3305,28.0878,59.5376,54.2974,0.0886,0.084
2012 Air Force,DNQ,0,0,0,63.1775,60.4091,95.4301,100.033,99.6569,101.626,-1.59285,51.1032,20.7359,20.0746,39.4011,48.4375,21.3802,31.591,38.1541,51.8373,33.3333,68.2,9.9626,48.4433,32.2862,71.4286,9.4488,39.9527,41.6424,64.0071,60.6272,0.099,0.1072
2012 Akron,DNQ,0,0,0,68.1925,65.7394,104.249,107.696,95.7072,97.0412,10.6552,51.4373,21.0101,35.0342,39.9668,46.44,20.6979,33.2337,33.9936,50.1572,36.3128,69.1563,10.6222,47.2686,29.6364,69.4488,9.0409,29.6849,29.4433,55.102,52.2901,0.1062,0.0955
2012 Alabama,7. First Round,1,1,9,63.8917,61.5091,100.89,106.031,90.5515,89.3714,16.6596,49.1289,20.3023,33.0323,36.1789,43.7171,21.2554,31.1969,38.2233,51.278,28.9362,71.1075,11.986,43.9195,28.8732,64.526,9.4249,27.2938,33.197,51.671,51.5015,0.1139,0.0863
2012 Alabama A&M,DNQ,0,0,0,68.1927,66.0913,88.8651,89.7658,100.914,111.109,-21.3437,45.1463,24.0233,30.5585,35.4747,49.1532,20.6398,33.767,53.0928,44.1116,31.6397,65.1911,10.2665,47.9763,35.0725,66.0194,11.2603,30.9065,25.405,48.9362,45.9638,0.0902,0.1133
2012 Alabama St.,DNQ,0,0,0,65.5536,62.8437,86.497,87.6283,95.2327,104.409,-16.781,42.7495,22.6924,32.784,34.0866,48.1233,23.6314,33.5401,41.689,41.3793,30.1038,57.4586,8.381,49.8095,29.4118,65.4341,12.0197,36.2837,29.6247,54.3771,58.193,0.1132,0.1142
2012 Albany,DNQ,0,0,0,66.1486,63.6794,108.308,108.42,103.415,111.106,-2.68587,51.0588,19.1609,35.4021,36.739,52.3037,20.0521,32.4253,27.9581,49.0954,36.4042,75.5043,7.5397,50.4762,37.2308,66.1049,8.7993,35.6273,34.0314,50.3563,54.2141,0.086,0.0847
2012 Alcorn St.,DNQ,0,0,0,69.2254,66.8581,87.1025,88.0774,99.2965,108.172,-20.0947,44.4976,23.3144,26.6307,37.4573,48.0869,21.9093,38.7755,44.5525,44.4751,29.7082,68.9781,8.5165,47.4359,33.1111,65.2111,11.418,25.769,29.1829,43.6975,50.8246,0.0963,0.1181
2012 American,DNQ,0,0,0,63.6354,60.8311,101.079,101.302,96.5711,101.564,-0.262925,49.1964,17.5948,27.0934,33.8095,46.3563,17.6442,30.4209,32.7357,44.0217,39.4097,71.4789,7.9407,46.2478,31.0463,68.5512,7.971,34.2857,33.7189,56.662,51.3361,0.0741,0.0919
2012 Appalachian St.,DNQ,0,0,0,67.6319,64.7545,98.7582,99.3456,104.531,107.684,-8.33886,50.0965,21.1919,30.3817,38.3526,48.8225,16.1755,32.3054,39.7343,49.2537,34.4262,65.9396,9.0067,49.2424,31.8376,66.7173,7.4627,35.3282,28.2609,49.8538,49.455,0.0819,0.1019
2012 Arizona,DNQ,0,0,0,65.9407,63.5621,104.465,107.729,94.216,94.7837,12.9455,50.9934,19.0071,30.4633,44.4812,44.8959,18.1372,29.7628,32.6562,47.5642,37.7745,70.4715,8.8857,45.8121,28.5235,66.563,9.566,37.6932,30.2692,59.4969,50.438,0.0848,0.0861
2012 Arizona St.,DNQ,0,0,0,63.9206,61.7959,95.2214,99.9735,104.134,106.338,-6.36479,51.7373,25.7403,29.7252,41.2787,49.6002,17.8046,29.8765,38.3149,50.2123,36.4185,67.6768,11.692,46.5779,36.7596,71.1075,8.1741,34.5379,35.3014,57.6453,60.0571,0.088,0.117
2012 Arkansas,DNQ,0,0,0,70.9902,68.8833,101.041,106.167,99.1126,102.103,4.06351,48.9516,18.4675,31.3368,37.2043,48.6043,23.051,36.4198,36.8363,47.1094,35.3448,69.0751,12.8019,48.5507,32.4786,67.6077,11.9531,31.1828,32.0197,53.5891,50.5675,0.1179,0.0792
2012 Arkansas Little Rock,DNQ,0,0,0,65.5038,63.0638,94.1559,98.2305,96.7074,99.5732,-1.34268,44.6507,18.9733,27.8696,40.9062,48.1699,21.8143,31.9233,45.4248,42.4351,33.2627,69.6923,9.4512,46.8496,33.6996,65.7554,11.1907,29.7042,35.6863,47.0681,54.8837,0.0964,0.0746
2012 Arkansas Pine Bluff,DNQ,0,0,0,67.0016,64.5536,91.0553,93.1871,103.217,111.065,-17.8782,45.5477,22.3025,31.2418,42.1207,50.6995,21.5287,35.1715,42.3055,45.789,29.9587,63.6996,11.2821,47.9487,37.2771,63.3598,9.2396,28.3538,34.5271,52.0567,54.8673,0.1047,0.1133
2012 Arkansas St.,DNQ,0,0,0,64.5971,61.3128,97.3606,102.334,101.597,104.893,-2.55833,47.734,21.6228,34.1386,41.2007,51.2284,20.1153,30.7656,27.8615,44.525,37.6368,66.8571,6.0678,47.8329,39.6552,68.7375,10.467,26.8982,29.1457,43.7241,48.2801,0.0923,0.1065
2012 Army,DNQ,0,0,0,69.6202,67.4895,94.6457,93.3844,100.578,106.393,-13.0089,48.9018,22.0354,24.0628,36.9509,51.6594,22.134,30.5269,36.5686,46.2389,35.0932,73.0769,5.4878,51.5244,34.584,68.6644,9.4027,41.6021,38.3845,58.8509,54.6592,0.0843,0.0917
2012 Auburn,DNQ,0,0,0,65.4134,63.2399,94.3299,99.4549,96.8502,97.2998,2.15505,46.3751,20.5952,31.337,36.429,47.0321,21.723,32.7618,37.977,46.875,30.1741,64.8026,13.9644,44.2362,34.7603,68.5805,10.4167,30.9766,35.3725,55.4598,56.5926,0.0976,0.1084
2012 Austin Peay,DNQ,0,0,0,69.2284,66.8663,99.2497,102.182,104.857,105.477,-3.29515,48.1792,21.106,33.913,41.2717,52.7984,21.5729,35.8337,35.4083,48.5518,31.3397,66.8067,9.106,51.0762,37.7532,68.5484,7.4695,24.1618,31.0109,48.6979,51.9465,0.1037,0.1032
2012 Ball St.,DNQ,0,0,0,63.3776,61.589,99.3215,99.9042,97.3514,102.472,-2.56744,48.4035,21.0128,33.4569,39.7419,47.8,22.2198,32.5376,33.2667,47.4373,33.3333,68.7179,7.8206,44.4213,35.8595,69.9399,10.0327,37.7038,36.0667,62.2581,57.7419,0.0966,0.0927
2012 Baylor,4. Elite Eight,4,2,3,67.697,64.8088,109.239,115.656,96.1272,94.2364,21.4193,52.3261,20.409,38.0317,35.7314,47.6156,21.0518,32.2531,33.4307,50.1752,37.9939,75.4362,12.1455,46.1818,33.6765,68.7045,8.5494,31.5588,33.09,56.4182,55.9028,0.1117,0.1016
2012 Belmont,7. First Round,1,1,14,69.5377,66.7473,116.677,117.088,96.034,99.4192,17.6692,55.5132,17.5713,34.2895,38.7195,48.2561,20.8473,32.0312,35.6064,54.4143,38.1013,73.4908,5.5639,47.1429,33.8409,65.4971,12.4788,40.1423,30.7652,62.4204,53.2044,0.1047,0.0932
2012 Bethune Cookman,DNQ,0,0,0,65.1269,61.8067,99.3537,101.066,102.837,109.417,-8.35023,48.4127,20.6886,34.3398,37.0181,51.7231,23.9183,37.201,43.0472,46.6719,35.3183,66.6156,7.1307,51.1036,35.5042,70.2247,11.2764,27.6077,28.7787,50.9115,48.1193,0.1025,0.0777
2012 Binghamton,DNQ,0,0,0,65.9283,63.8762,85.9828,86.2052,107.222,112.461,-26.2555,43.8885,22.9837,27.0388,34.0722,53.5258,19.6792,31.2053,37.69,43.345,30.2059,69.8885,6.221,52.6462,36.7958,69.6774,6.655,27.6757,34.5289,55.1834,50.6443,0.0922,0.1144
2012 Boise St.,DNQ,0,0,0,65.5824,63.6415,101.937,105.487,102.277,103.389,2.09806,48.9636,18.5074,32.2306,35.9925,52.9632,19.6707,25.5562,39.2371,47.3573,34.2105,69.1099,5.7797,50.2726,38.294,67.5347,9.6195,40.5779,37.5341,49.6263,54.9107,0.0894,0.0793
2012 Boston College,DNQ,0,0,0,65.3976,63.0253,89.7591,95.3083,103.685,103.913,-8.60483,48.0557,22.3842,22.3345,33.7006,49.5498,18.0549,32.7908,28.4187,45.9613,33.8855,67.3077,7.5874,48.0818,34.9338,72.0792,12.2867,43.0331,33.9899,56.2798,52.9032,0.0753,0.1136
2012 Boston University,DNQ,0,0,0,65.2857,63.1783,97.7311,99.5294,96.9068,101.311,-1.78143,48.0792,20.9932,32.1248,33.9348,47.3609,20.3176,32.1445,31.4974,48.2918,31.811,67.4099,8.6069,46.2289,32.9545,69.7632,9.5106,36.9616,35.3414,51.1724,55.2486,0.0902,0.0898
2012 Bowling Green,DNQ,0,0,0,65.2986,63.2447,100.303,103.637,97.1293,98.9472,4.69008,49.6538,20.5914,34.0909,26.8321,50.627,23.0723,32.3146,36.5517,49.1816,34,68.172,8.6207,49.4555,35.497,66.3808,6.5472,25.9665,30.9091,52.6786,58.1944,0.1181,0.1047
2012 Bradley,DNQ,0,0,0,68.0586,66.7472,89.6317,94.9651,103.64,103.079,-8.11396,44.4477,20.3488,26.1135,36.3372,51.4088,19.19,31.3012,32.3204,44.2071,30.0199,68.16,8.2294,50.0416,36.0791,67.5214,7.1487,29.2442,33.5359,49.7823,62.363,0.0946,0.0973
2012 Brown,DNQ,0,0,0,65.7379,63.4044,92.2107,95.0803,106.214,110.785,-15.7044,47.1437,19.1609,24.7571,28.3784,52.1906,17.8801,30.9227,27.6495,42.8715,35.9177,61.9048,6.3436,48.9868,39.1697,69.5931,9.2369,38.8206,32.8005,59.9388,54.9806,0.0779,0.0886
